Grupo de edad,Sexo,Fecha,Casos confirmados
30 - 34 años,M,2021-05-17,90771
35 - 39 años,M,2021-05-17,73984
40 - 44 años,M,2021-05-17,62232
45 - 49 años,M,2021-05-17,60607
50 - 54 años,M,2021-05-17,56538
55 - 59 años,M,2021-05-17,52568
60 - 64 años,M,2021-05-17,38679
65 - 69 años,M,2021-05-17,24617
70 - 74 años,M,2021-05-17,17005
75 - 79 años,M,2021-05-17,11818
80 y más años,M,2021-05-17,13914
00 - 04 años,F,2021-05-17,16060
05 - 09 años,F,2021-05-17,17988
10 - 14 años,F,2021-05-17,24940
15 - 19 años,F,2021-05-17,41266
20 - 24 años,F,2021-05-17,70717
25 - 29 años,F,2021-05-17,90854
30 - 34 años,F,2021-05-17,85920
35 - 39 años,F,2021-05-17,69398
40 - 44 años,F,2021-05-17,59847
45 - 49 años,F,2021-05-17,60283
50 - 54 años,F,2021-05-17,57029
55 - 59 años,F,2021-05-17,51942
60 - 64 años,F,2021-05-17,37498
65 - 69 años,F,2021-05-17,24727
70 - 74 años,F,2021-05-17,18011
75 - 79 años,F,2021-05-17,13542
80 y más años,F,2021-05-17,21392
00 - 04 años,M,2021-05-21,18049
05 - 09 años,M,2021-05-21,19240
10 - 14 años,M,2021-05-21,24504
15 - 19 años,M,2021-05-21,37550
20 - 24 años,M,2021-05-21,68573
25 - 29 años,M,2021-05-21,92188
30 - 34 años,M,2021-05-21,92639
35 - 39 años,M,2021-05-21,75533
40 - 44 años,M,2021-05-21,63538
45 - 49 años,M,2021-05-21,61655
50 - 54 años,M,2021-05-21,57298
55 - 59 años,M,2021-05-21,53245
60 - 64 años,M,2021-05-21,39267
65 - 69 años,M,2021-05-21,24981
70 - 74 años,M,2021-05-21,17259
75 - 79 años,M,2021-05-21,12024
80 y más años,M,2021-05-21,14109
00 - 04 años,F,2021-05-21,16449
05 - 09 años,F,2021-05-21,18552
10 - 14 años,F,2021-05-21,25711
15 - 19 años,F,2021-05-21,42391
20 - 24 años,F,2021-05-21,72339
25 - 29 años,F,2021-05-21,92787
30 - 34 años,F,2021-05-21,87813
35 - 39 años,F,2021-05-21,70904
40 - 44 años,F,2021-05-21,61165
45 - 49 años,F,2021-05-21,61412
50 - 54 años,F,2021-05-21,57888
55 - 59 años,F,2021-05-21,52709
60 - 64 años,F,2021-05-21,38136
65 - 69 años,F,2021-05-21,25159
70 - 74 años,F,2021-05-21,18323
75 - 79 años,F,2021-05-21,13745
80 y más años,F,2021-05-21,21745
00 - 04 años,M,2021-05-24,18367
05 - 09 años,M,2021-05-24,19594
10 - 14 años,M,2021-05-24,24975
15 - 19 años,M,2021-05-24,38288
20 - 24 años,M,2021-05-24,69721
25 - 29 años,M,2021-05-24,93478
30 - 34 años,M,2021-05-24,93990
35 - 39 años,M,2021-05-24,76675
40 - 44 años,M,2021-05-24,64420
45 - 49 años,M,2021-05-24,62378
50 - 54 años,M,2021-05-24,57878
55 - 59 años,M,2021-05-24,53780
60 - 64 años,M,2021-05-24,39703
65 - 69 años,M,2021-05-24,25240
70 - 74 años,M,2021-05-24,17453
75 - 79 años,M,2021-05-24,12165
80 y más años,M,2021-05-24,14284
00 - 04 años,F,2021-05-24,16732
05 - 09 años,F,2021-05-24,18901
10 - 14 años,F,2021-05-24,26205
15 - 19 años,F,2021-05-24,43183
20 - 24 años,F,2021-05-24,73559
25 - 29 años,F,2021-05-24,94193
30 - 34 años,F,2021-05-24,89151
35 - 39 años,F,2021-05-24,72034
40 - 44 años,F,2021-05-24,62156
45 - 49 años,F,2021-05-24,62169
50 - 54 años,F,2021-05-24,58461
55 - 59 años,F,2021-05-24,53255
60 - 64 años,F,2021-05-24,38586
65 - 69 años,F,2021-05-24,25467
70 - 74 años,F,2021-05-24,18556
75 - 79 años,F,2021-05-24,13905
80 y más años,F,2021-05-24,21985
00 - 04 años,M,2021-05-28,18861
05 - 09 años,M,2021-05-28,20165
10 - 14 años,M,2021-05-28,25711
15 - 19 años,M,2021-05-28,39346
20 - 24 años,M,2021-05-28,71378
25 - 29 años,M,2021-05-28,95577
30 - 34 años,M,2021-05-28,96020
35 - 39 años,M,2021-05-28,78431
40 - 44 años,M,2021-05-28,65839
45 - 49 años,M,2021-05-28,63440
50 - 54 años,M,2021-05-28,58777
55 - 59 años,M,2021-05-28,54525
60 - 64 años,M,2021-05-28,40333
65 - 69 años,M,2021-05-28,25689
70 - 74 años,M,2021-05-28,17787
75 - 79 años,M,2021-05-28,12392
80 y más años,M,2021-05-28,14543
00 - 04 años,F,2021-05-28,17163
05 - 09 años,F,2021-05-28,19439
10 - 14 años,F,2021-05-28,27002
15 - 19 años,F,2021-05-28,44388
20 - 24 años,F,2021-05-28,75359
25 - 29 años,F,2021-05-28,96333
30 - 34 años,F,2021-05-28,91218
35 - 39 años,F,2021-05-28,73835
40 - 44 años,F,2021-05-28,63507
45 - 49 años,F,2021-05-28,63340
50 - 54 años,F,2021-05-28,59408
55 - 59 años,F,2021-05-28,54097
60 - 64 años,F,2021-05-28,39295
65 - 69 años,F,2021-05-28,25925
70 - 74 años,F,2021-05-28,18875
75 - 79 años,F,2021-05-28,14126
80 y más años,F,2021-05-28,22338
00 - 04 años,M,2021-05-31,19218
05 - 09 años,M,2021-05-31,20602
10 - 14 años,M,2021-05-31,26298
15 - 19 años,M,2021-05-31,40240
20 - 24 años,M,2021-05-31,72843
25 - 29 años,M,2021-05-31,97266
30 - 34 años,M,2021-05-31,97612
35 - 39 años,M,2021-05-31,79714
40 - 44 años,M,2021-05-31,66840
45 - 49 años,M,2021-05-31,64293
50 - 54 años,M,2021-05-31,59408
55 - 59 años,M,2021-05-31,55095
60 - 64 años,M,2021-05-31,40829
65 - 69 años,M,2021-05-31,26051
70 - 74 años,M,2021-05-31,18022
75 - 79 años,M,2021-05-31,12553
80 y más años,M,2021-05-31,14744
00 - 04 años,F,2021-05-31,17469
05 - 09 años,F,2021-05-31,19879
10 - 14 años,F,2021-05-31,27656
15 - 19 años,F,2021-05-31,45385
20 - 24 años,F,2021-05-31,76893
25 - 29 años,F,2021-05-31,97961
30 - 34 años,F,2021-05-31,92830
35 - 39 años,F,2021-05-31,75090
40 - 44 años,F,2021-05-31,64630
45 - 49 años,F,2021-05-31,64255
50 - 54 años,F,2021-05-31,60150
55 - 59 años,F,2021-05-31,54799
60 - 64 años,F,2021-05-31,39843
65 - 69 años,F,2021-05-31,26320
70 - 74 años,F,2021-05-31,19145
75 - 79 años,F,2021-05-31,14365
80 y más años,F,2021-05-31,22622
00 - 04 años,M,2021-06-04,19688
05 - 09 años,M,2021-06-04,21150
10 - 14 años,M,2021-06-04,27078
15 - 19 años,M,2021-06-04,41421
20 - 24 años,M,2021-06-04,74575
25 - 29 años,M,2021-06-04,99449
30 - 34 años,M,2021-06-04,99914
35 - 39 años,M,2021-06-04,81436
40 - 44 años,M,2021-06-04,68288
45 - 49 años,M,2021-06-04,65456
50 - 54 años,M,2021-06-04,60242
55 - 59 años,M,2021-06-04,55864
60 - 64 años,M,2021-06-04,41488
65 - 69 años,M,2021-06-04,26539
70 - 74 años,M,2021-06-04,18351
75 - 79 años,M,2021-06-04,12759
80 y más años,M,2021-06-04,15010
00 - 04 años,F,2021-06-04,17863
05 - 09 años,F,2021-06-04,20420
10 - 14 años,F,2021-06-04,28491
15 - 19 años,F,2021-06-04,46646
20 - 24 años,F,2021-06-04,78800
25 - 29 años,F,2021-06-04,100124
30 - 34 años,F,2021-06-04,94918
35 - 39 años,F,2021-06-04,76821
40 - 44 años,F,2021-06-04,66054
45 - 49 años,F,2021-06-04,65362
50 - 54 años,F,2021-06-04,61193
55 - 59 años,F,2021-06-04,55788
60 - 64 años,F,2021-06-04,40593
65 - 69 años,F,2021-06-04,26812
70 - 74 años,F,2021-06-04,19519
75 - 79 años,F,2021-06-04,14636
80 y más años,F,2021-06-04,23025
00 - 04 años,M,2021-06-07,20061
05 - 09 años,M,2021-06-07,21618
10 - 14 años,M,2021-06-07,27692
15 - 19 años,M,2021-06-07,42317
20 - 24 años,M,2021-06-07,75960
25 - 29 años,M,2021-06-07,101206
30 - 34 años,M,2021-06-07,101672
35 - 39 años,M,2021-06-07,82816
40 - 44 años,M,2021-06-07,69388
45 - 49 años,M,2021-06-07,66296
50 - 54 años,M,2021-06-07,60956
55 - 59 años,M,2021-06-07,56552
60 - 64 años,M,2021-06-07,42040
65 - 69 años,M,2021-06-07,26921
70 - 74 años,M,2021-06-07,18649
75 - 79 años,M,2021-06-07,12938
80 y más años,M,2021-06-07,15241
00 - 04 años,F,2021-06-07,18191
05 - 09 años,F,2021-06-07,20844
10 - 14 años,F,2021-06-07,29122
15 - 19 años,F,2021-06-07,47660
20 - 24 años,F,2021-06-07,80305
25 - 29 años,F,2021-06-07,101842
30 - 34 años,F,2021-06-07,96624
35 - 39 años,F,2021-06-07,78082
40 - 44 años,F,2021-06-07,67124
45 - 49 años,F,2021-06-07,66252
50 - 54 años,F,2021-06-07,61963
55 - 59 años,F,2021-06-07,56528
60 - 64 años,F,2021-06-07,41225
65 - 69 años,F,2021-06-07,27248
70 - 74 años,F,2021-06-07,19854
75 - 79 años,F,2021-06-07,14853
80 y más años,F,2021-06-07,23359
00 - 04 años,M,2021-06-11,20504
05 - 09 años,M,2021-06-11,22156
10 - 14 años,M,2021-06-11,28422
15 - 19 años,M,2021-06-11,43391
20 - 24 años,M,2021-06-11,77555
25 - 29 años,M,2021-06-11,103369
30 - 34 años,M,2021-06-11,103674
35 - 39 años,M,2021-06-11,84488
40 - 44 años,M,2021-06-11,70749
45 - 49 años,M,2021-06-11,67353
50 - 54 años,M,2021-06-11,61868
55 - 59 años,M,2021-06-11,57417
60 - 64 años,M,2021-06-11,42751
65 - 69 años,M,2021-06-11,27458
70 - 74 años,M,2021-06-11,18973
75 - 79 años,M,2021-06-11,13178
80 y más años,M,2021-06-11,15485
00 - 04 años,F,2021-06-11,18620
05 - 09 años,F,2021-06-11,21363
10 - 14 años,F,2021-06-11,29919
15 - 19 años,F,2021-06-11,48937
20 - 24 años,F,2021-06-11,82148
25 - 29 años,F,2021-06-11,104026
30 - 34 años,F,2021-06-11,98651
35 - 39 años,F,2021-06-11,79680
40 - 44 años,F,2021-06-11,68448
45 - 49 años,F,2021-06-11,67379
50 - 54 años,F,2021-06-11,62992
55 - 59 años,F,2021-06-11,57486
60 - 64 años,F,2021-06-11,42001
65 - 69 años,F,2021-06-11,27817
70 - 74 años,F,2021-06-11,20247
75 - 79 años,F,2021-06-11,15134
80 y más años,F,2021-06-11,23749
00 - 04 años,M,2021-06-14,20855
05 - 09 años,M,2021-06-14,22571
10 - 14 años,M,2021-06-14,28983
15 - 19 años,M,2021-06-14,44284
20 - 24 años,M,2021-06-14,78928
25 - 29 años,M,2021-06-14,104901
30 - 34 años,M,2021-06-14,105121
35 - 39 años,M,2021-06-14,85670
40 - 44 años,M,2021-06-14,71706
45 - 49 años,M,2021-06-14,68136
50 - 54 años,M,2021-06-14,62508
55 - 59 años,M,2021-06-14,58046
60 - 64 años,M,2021-06-14,43278
65 - 69 años,M,2021-06-14,27879
70 - 74 años,M,2021-06-14,19238
75 - 79 años,M,2021-06-14,13376
80 y más años,M,2021-06-14,15704
00 - 04 años,F,2021-06-14,18931
05 - 09 años,F,2021-06-14,21757
10 - 14 años,F,2021-06-14,30516
15 - 19 años,F,2021-06-14,49867
20 - 24 años,F,2021-06-14,83531
25 - 29 años,F,2021-06-14,105528
30 - 34 años,F,2021-06-14,100095
35 - 39 años,F,2021-06-14,80871
40 - 44 años,F,2021-06-14,69437
45 - 49 años,F,2021-06-14,68218
50 - 54 años,F,2021-06-14,63672
55 - 59 años,F,2021-06-14,58203
60 - 64 años,F,2021-06-14,42575
65 - 69 años,F,2021-06-14,28247
70 - 74 años,F,2021-06-14,20559
75 - 79 años,F,2021-06-14,15358
80 y más años,F,2021-06-14,24050
00 - 04 años,M,2021-06-18,21306
05 - 09 años,M,2021-06-18,23087
10 - 14 años,M,2021-06-18,29681
15 - 19 años,M,2021-06-18,45275
20 - 24 años,M,2021-06-18,80389
25 - 29 años,M,2021-06-18,106534
30 - 34 años,M,2021-06-18,106742
35 - 39 años,M,2021-06-18,87029
40 - 44 años,M,2021-06-18,72802
45 - 49 años,M,2021-06-18,69078
50 - 54 años,M,2021-06-18,63349
55 - 59 años,M,2021-06-18,58809
60 - 64 años,M,2021-06-18,43978
65 - 69 años,M,2021-06-18,28345
70 - 74 años,M,2021-06-18,19565
75 - 79 años,M,2021-06-18,13634
80 y más años,M,2021-06-18,15961
00 - 04 años,F,2021-06-18,19271
05 - 09 años,F,2021-06-18,22222
10 - 14 años,F,2021-06-18,31230
15 - 19 años,F,2021-06-18,50972
20 - 24 años,F,2021-06-18,85067
25 - 29 años,F,2021-06-18,107293
30 - 34 años,F,2021-06-18,101747
35 - 39 años,F,2021-06-18,82222
40 - 44 años,F,2021-06-18,70582
45 - 49 años,F,2021-06-18,69251
50 - 54 años,F,2021-06-18,64564
55 - 59 años,F,2021-06-18,59085
60 - 64 años,F,2021-06-18,43276
65 - 69 años,F,2021-06-18,28738
70 - 74 años,F,2021-06-18,20919
75 - 79 años,F,2021-06-18,15605
80 y más años,F,2021-06-18,24492
00 - 04 años,M,2021-06-21,21611
05 - 09 años,M,2021-06-21,23431
10 - 14 años,M,2021-06-21,30147
15 - 19 años,M,2021-06-21,46039
20 - 24 años,M,2021-06-21,81416
25 - 29 años,M,2021-06-21,107695
30 - 34 años,M,2021-06-21,107861
35 - 39 años,M,2021-06-21,87957
40 - 44 años,M,2021-06-21,73535
45 - 49 años,M,2021-06-21,69694
50 - 54 años,M,2021-06-21,63964
55 - 59 años,M,2021-06-21,59343
60 - 64 años,M,2021-06-21,44464
65 - 69 años,M,2021-06-21,28692
70 - 74 años,M,2021-06-21,19831
75 - 79 años,M,2021-06-21,13812
80 y más años,M,2021-06-21,16152
00 - 04 años,F,2021-06-21,19531
05 - 09 años,F,2021-06-21,22560
10 - 14 años,F,2021-06-21,31762
15 - 19 años,F,2021-06-21,51791
20 - 24 años,F,2021-06-21,86143
25 - 29 años,F,2021-06-21,108498
30 - 34 años,F,2021-06-21,102866
35 - 39 años,F,2021-06-21,83215
40 - 44 años,F,2021-06-21,71378
45 - 49 años,F,2021-06-21,69934
50 - 54 años,F,2021-06-21,65172
55 - 59 años,F,2021-06-21,59651
60 - 64 años,F,2021-06-21,43786
65 - 69 años,F,2021-06-21,29093
70 - 74 años,F,2021-06-21,21182
75 - 79 años,F,2021-06-21,15809
80 y más años,F,2021-06-21,24772
00 - 04 años,M,2021-06-25,21920
05 - 09 años,M,2021-06-25,23786
10 - 14 años,M,2021-06-25,30631
15 - 19 años,M,2021-06-25,46740
20 - 24 años,M,2021-06-25,82376
25 - 29 años,M,2021-06-25,108775
30 - 34 años,M,2021-06-25,108945
35 - 39 años,M,2021-06-25,88837
40 - 44 años,M,2021-06-25,74263
45 - 49 años,M,2021-06-25,70361
50 - 54 años,M,2021-06-25,64521
55 - 59 años,M,2021-06-25,59869
60 - 64 años,M,2021-06-25,44959
65 - 69 años,M,2021-06-25,29082
70 - 74 años,M,2021-06-25,20125
75 - 79 años,M,2021-06-25,13992
80 y más años,M,2021-06-25,16378
00 - 04 años,F,2021-06-25,19804
05 - 09 años,F,2021-06-25,22872
10 - 14 años,F,2021-06-25,32268
15 - 19 años,F,2021-06-25,52556
20 - 24 años,F,2021-06-25,87143
25 - 29 años,F,2021-06-25,109756
30 - 34 años,F,2021-06-25,104021
35 - 39 años,F,2021-06-25,84137
40 - 44 años,F,2021-06-25,72112
45 - 49 años,F,2021-06-25,70651
50 - 54 años,F,2021-06-25,65807
55 - 59 años,F,2021-06-25,60250
60 - 64 años,F,2021-06-25,44343
65 - 69 años,F,2021-06-25,29482
70 - 74 años,F,2021-06-25,21448
75 - 79 años,F,2021-06-25,16027
80 y más años,F,2021-06-25,25093
00 - 04 años,M,2021-06-28,22179
05 - 09 años,M,2021-06-28,24093
10 - 14 años,M,2021-06-28,31041
15 - 19 años,M,2021-06-28,47290
20 - 24 años,M,2021-06-28,83172
25 - 29 años,M,2021-06-28,109637
30 - 34 años,M,2021-06-28,109811
35 - 39 años,M,2021-06-28,89525
40 - 44 años,M,2021-06-28,74832
45 - 49 años,M,2021-06-28,70857
50 - 54 años,M,2021-06-28,65003
55 - 59 años,M,2021-06-28,60313
60 - 64 años,M,2021-06-28,45344
65 - 69 años,M,2021-06-28,29392
70 - 74 años,M,2021-06-28,20355
75 - 79 años,M,2021-06-28,14154
80 y más años,M,2021-06-28,16575
00 - 04 años,F,2021-06-28,20022
05 - 09 años,F,2021-06-28,23185
10 - 14 años,F,2021-06-28,32688
15 - 19 años,F,2021-06-28,53115
20 - 24 años,F,2021-06-28,87949
25 - 29 años,F,2021-06-28,110659
30 - 34 años,F,2021-06-28,104891
35 - 39 años,F,2021-06-28,84846
40 - 44 años,F,2021-06-28,72715
45 - 49 años,F,2021-06-28,71182
50 - 54 años,F,2021-06-28,66341
55 - 59 años,F,2021-06-28,60758
60 - 64 años,F,2021-06-28,44765
65 - 69 años,F,2021-06-28,29784
70 - 74 años,F,2021-06-28,21693
75 - 79 años,F,2021-06-28,16184
80 y más años,F,2021-06-28,25367
00 - 04 años,M,2021-07-02,22423
05 - 09 años,M,2021-07-02,24350
10 - 14 años,M,2021-07-02,31427
15 - 19 años,M,2021-07-02,47814
20 - 24 años,M,2021-07-02,83869
25 - 29 años,M,2021-07-02,110415
30 - 34 años,M,2021-07-02,110605
35 - 39 años,M,2021-07-02,90120
40 - 44 años,M,2021-07-02,75380
45 - 49 años,M,2021-07-02,71344
50 - 54 años,M,2021-07-02,65434
55 - 59 años,M,2021-07-02,60726
60 - 64 años,M,2021-07-02,45717
65 - 69 años,M,2021-07-02,29657
70 - 74 años,M,2021-07-02,20556
75 - 79 años,M,2021-07-02,14318
80 y más años,M,2021-07-02,16750
00 - 04 años,F,2021-07-02,20225
05 - 09 años,F,2021-07-02,23468
10 - 14 años,F,2021-07-02,33118
15 - 19 años,F,2021-07-02,53693
20 - 24 años,F,2021-07-02,88727
25 - 29 años,F,2021-07-02,111534
30 - 34 años,F,2021-07-02,105798
35 - 39 años,F,2021-07-02,85504
40 - 44 años,F,2021-07-02,73289
45 - 49 años,F,2021-07-02,71692
50 - 54 años,F,2021-07-02,66860
55 - 59 años,F,2021-07-02,61223
60 - 64 años,F,2021-07-02,45174
65 - 69 años,F,2021-07-02,30089
70 - 74 años,F,2021-07-02,21903
75 - 79 años,F,2021-07-02,16344
80 y más años,F,2021-07-02,25635
00 - 04 años,M,2021-07-05,22596
05 - 09 años,M,2021-07-05,24577
10 - 14 años,M,2021-07-05,31732
15 - 19 años,M,2021-07-05,48181
20 - 24 años,M,2021-07-05,84397
25 - 29 años,M,2021-07-05,110980
30 - 34 años,M,2021-07-05,111188
35 - 39 años,M,2021-07-05,90569
40 - 44 años,M,2021-07-05,75802
45 - 49 años,M,2021-07-05,71726
50 - 54 años,M,2021-07-05,65770
55 - 59 años,M,2021-07-05,61057
60 - 64 años,M,2021-07-05,46019
65 - 69 años,M,2021-07-05,29880
70 - 74 años,M,2021-07-05,20743
75 - 79 años,M,2021-07-05,14461
80 y más años,M,2021-07-05,16895
00 - 04 años,F,2021-07-05,20406
05 - 09 años,F,2021-07-05,23693
10 - 14 años,F,2021-07-05,33440
15 - 19 años,F,2021-07-05,54143
20 - 24 años,F,2021-07-05,89287
25 - 29 años,F,2021-07-05,112194
30 - 34 años,F,2021-07-05,106401
35 - 39 años,F,2021-07-05,86058
40 - 44 años,F,2021-07-05,73749
45 - 49 años,F,2021-07-05,72116
50 - 54 años,F,2021-07-05,67278
55 - 59 años,F,2021-07-05,61603
60 - 64 años,F,2021-07-05,45516
65 - 69 años,F,2021-07-05,30324
70 - 74 años,F,2021-07-05,22072
75 - 79 años,F,2021-07-05,16485
80 y más años,F,2021-07-05,25858
00 - 04 años,M,2021-07-09,22853
05 - 09 años,M,2021-07-09,24858
10 - 14 años,M,2021-07-09,32078
15 - 19 años,M,2021-07-09,48621
20 - 24 años,M,2021-07-09,84988
25 - 29 años,M,2021-07-09,111643
30 - 34 años,M,2021-07-09,111839
35 - 39 años,M,2021-07-09,91144
40 - 44 años,M,2021-07-09,76311
45 - 49 años,M,2021-07-09,72114
50 - 54 años,M,2021-07-09,66155
55 - 59 años,M,2021-07-09,61446
60 - 64 años,M,2021-07-09,46368
65 - 69 años,M,2021-07-09,30139
70 - 74 años,M,2021-07-09,20961
75 - 79 años,M,2021-07-09,14580
80 y más años,M,2021-07-09,17052
00 - 04 años,F,2021-07-09,20612
05 - 09 años,F,2021-07-09,23931
10 - 14 años,F,2021-07-09,33785
15 - 19 años,F,2021-07-09,54594
20 - 24 años,F,2021-07-09,89909
25 - 29 años,F,2021-07-09,112862
30 - 34 años,F,2021-07-09,107079
35 - 39 años,F,2021-07-09,86632
40 - 44 años,F,2021-07-09,74208
45 - 49 años,F,2021-07-09,72543
50 - 54 años,F,2021-07-09,67692
55 - 59 años,F,2021-07-09,62026
60 - 64 años,F,2021-07-09,45903
65 - 69 años,F,2021-07-09,30618
70 - 74 años,F,2021-07-09,22281
75 - 79 años,F,2021-07-09,16635
80 y más años,F,2021-07-09,26115
00 - 04 años,M,2021-07-12,22985
05 - 09 años,M,2021-07-12,25030
10 - 14 años,M,2021-07-12,32276
15 - 19 años,M,2021-07-12,48879
20 - 24 años,M,2021-07-12,85355
25 - 29 años,M,2021-07-12,112031
30 - 34 años,M,2021-07-12,112207
35 - 39 años,M,2021-07-12,91503
40 - 44 años,M,2021-07-12,76567
45 - 49 años,M,2021-07-12,72379
50 - 54 años,M,2021-07-12,66390
55 - 59 años,M,2021-07-12,61702
60 - 64 años,M,2021-07-12,46576
65 - 69 años,M,2021-07-12,30309
70 - 74 años,M,2021-07-12,21076
75 - 79 años,M,2021-07-12,14684
80 y más años,M,2021-07-12,17172
00 - 04 años,F,2021-07-12,20732
05 - 09 años,F,2021-07-12,24059
10 - 14 años,F,2021-07-12,33992
15 - 19 años,F,2021-07-12,54881
20 - 24 años,F,2021-07-12,90270
25 - 29 años,F,2021-07-12,113282
30 - 34 años,F,2021-07-12,107476
35 - 39 años,F,2021-07-12,86935
40 - 44 años,F,2021-07-12,74483
45 - 49 años,F,2021-07-12,72808
50 - 54 años,F,2021-07-12,67954
55 - 59 años,F,2021-07-12,62318
60 - 64 años,F,2021-07-12,46118
65 - 69 años,F,2021-07-12,30805
70 - 74 años,F,2021-07-12,22392
75 - 79 años,F,2021-07-12,16737
80 y más años,F,2021-07-12,26311
00 - 04 años,M,2021-07-16,23133
05 - 09 años,M,2021-07-16,25164
10 - 14 años,M,2021-07-16,32501
15 - 19 años,M,2021-07-16,49152
20 - 24 años,M,2021-07-16,85734
25 - 29 años,M,2021-07-16,112491
30 - 34 años,M,2021-07-16,112609
35 - 39 años,M,2021-07-16,91835
40 - 44 años,M,2021-07-16,76868
45 - 49 años,M,2021-07-16,72655
50 - 54 años,M,2021-07-16,66610
55 - 59 años,M,2021-07-16,61962
60 - 64 años,M,2021-07-16,46787
65 - 69 años,M,2021-07-16,30461
70 - 74 años,M,2021-07-16,21192
75 - 79 años,M,2021-07-16,14755
80 y más años,M,2021-07-16,17255
00 - 04 años,F,2021-07-16,20830
05 - 09 años,F,2021-07-16,24201
10 - 14 años,F,2021-07-16,34191
15 - 19 años,F,2021-07-16,55156
20 - 24 años,F,2021-07-16,90720
25 - 29 años,F,2021-07-16,113736
30 - 34 años,F,2021-07-16,107918
35 - 39 años,F,2021-07-16,87261
40 - 44 años,F,2021-07-16,74779
45 - 49 años,F,2021-07-16,73115
50 - 54 años,F,2021-07-16,68242
55 - 59 años,F,2021-07-16,62569
60 - 64 años,F,2021-07-16,46355
65 - 69 años,F,2021-07-16,30973
70 - 74 años,F,2021-07-16,22511
75 - 79 años,F,2021-07-16,16821
80 y más años,F,2021-07-16,26427
00 - 04 años,M,2021-07-19,23207
05 - 09 años,M,2021-07-19,25242
10 - 14 años,M,2021-07-19,32626
15 - 19 años,M,2021-07-19,49282
20 - 24 años,M,2021-07-19,85959
25 - 29 años,M,2021-07-19,112746
30 - 34 años,M,2021-07-19,112934
35 - 39 años,M,2021-07-19,92096
40 - 44 años,M,2021-07-19,77039
45 - 49 años,M,2021-07-19,72816
50 - 54 años,M,2021-07-19,66762
55 - 59 años,M,2021-07-19,62118
60 - 64 años,M,2021-07-19,46916
65 - 69 años,M,2021-07-19,30579
70 - 74 años,M,2021-07-19,21265
75 - 79 años,M,2021-07-19,14827
80 y más años,M,2021-07-19,17319
00 - 04 años,F,2021-07-19,20897
05 - 09 años,F,2021-07-19,24278
10 - 14 años,F,2021-07-19,34315
15 - 19 años,F,2021-07-19,55282
20 - 24 años,F,2021-07-19,90959
25 - 29 años,F,2021-07-19,114007
30 - 34 años,F,2021-07-19,108184
35 - 39 años,F,2021-07-19,87457
40 - 44 años,F,2021-07-19,74970
45 - 49 años,F,2021-07-19,73263
50 - 54 años,F,2021-07-19,68417
55 - 59 años,F,2021-07-19,62727
60 - 64 años,F,2021-07-19,46511
65 - 69 años,F,2021-07-19,31074
70 - 74 años,F,2021-07-19,22590
75 - 79 años,F,2021-07-19,16888
80 y más años,F,2021-07-19,26537
00 - 04 años,M,2021-07-23,23322
05 - 09 años,M,2021-07-23,25375
10 - 14 años,M,2021-07-23,32812
15 - 19 años,M,2021-07-23,49481
20 - 24 años,M,2021-07-23,86275
25 - 29 años,M,2021-07-23,113107
30 - 34 años,M,2021-07-23,113308
35 - 39 años,M,2021-07-23,92422
40 - 44 años,M,2021-07-23,77285
45 - 49 años,M,2021-07-23,73052
50 - 54 años,M,2021-07-23,67025
55 - 59 años,M,2021-07-23,62346
60 - 64 años,M,2021-07-23,47135
65 - 69 años,M,2021-07-23,30721
70 - 74 años,M,2021-07-23,21380
75 - 79 años,M,2021-07-23,14917
